tau_fail,tau_pass,coverage_early,n_committed_fail,n_committed_pass,n_fallback,accuracy,macro_f1,precision_fail,precision_pass,mean_tokens,median_tokens
0.0,0.0,1.0,5562,627,0,0.8700920988851187,0.5231876947607677,0.9586479683567062,0.08452950558213716,256.0,256.0
0.0,0.05,1.0,5581,608,0,0.8731620617224107,0.5253146654731055,0.9587887475362838,0.08717105263157894,257.0754564550008,256.0
0.0,0.1,1.0,5595,594,0,0.8754241396025206,0.5269144708749236,0.9588918677390528,0.08922558922558922,257.944094360963,256.0
0.0,0.15,1.0,5618,571,0,0.8784941024398125,0.5270914096799917,0.9587041651833392,0.0893169877408056,259.9295524317337,256.0
0.0,0.2,1.0,5636,553,0,0.8810793343027953,0.527925056730609,0.9586586231369766,0.09041591320072333,260.9222814671191,256.0
0.0,0.25,1.0,5656,533,0,0.883664566165778,0.527687047834183,0.9584512022630834,0.0900562851782364,262.3700113103894,256.0
0.0,0.3,1.0,5694,495,0,0.8891581838746162,0.5295569984930414,0.958377239199157,0.09292929292929293,264.975925028276,256.0
0.0,0.35,1.0,5722,467,0,0.8933591856519632,0.5316202270381837,0.9584061516952115,0.09635974304068523,267.37502019712394,256.0
0.0,0.4,1.0,5751,438,0,0.8977217644207465,0.5338752842606937,0.9584420100852026,0.1004566210045662,269.1950234286638,256.0
0.0,0.45,1.0,5815,374,0,0.9061237679754403,0.5330540858833948,0.9578675838349097,0.10160427807486631,275.1100339311682,256.0
0.0,0.49,0.998868961059945,5912,270,7,0.9198578122475359,0.5361579189130382,0.9575439783491204,0.11552346570397112,286.00694781063174,256.0
0.05,0.0,1.0,5559,630,0,0.8696073679108095,0.522856314446224,0.9586256520957007,0.08412698412698413,256.74454677653904,256.0
0.05,0.05,1.0,5578,611,0,0.8726773307481015,0.5249755130569757,0.9587665830046612,0.0867430441898527,257.82000323153983,256.0
0.05,0.1,1.0,5592,597,0,0.8749394086282113,0.5265692452442322,0.9588698140200286,0.08877721943048576,258.68864113750203,256.0
0.05,0.15,1.0,5615,574,0,0.8780093714655033,0.5267436653902867,0.9586821015138023,0.08885017421602788,260.67409920827276,256.0
0.05,0.2,1.0,5632,557,0,0.8807561803199224,0.5287330064631156,0.9588068181818182,0.09156193895870736,261.74955566327355,256.0
0.05,0.25,1.0,5652,537,0,0.8833414121829052,0.5285223200908251,0.9585987261146497,0.09124767225325885,263.1972855065439,256.0
0.05,0.3,1.0,5690,499,0,0.8888350298917435,0.53043689992757,0.958523725834798,0.09418837675350701,265.80319922443044,256.0
0.05,0.35,1.0,5718,471,0,0.8930360316690903,0.532532389768904,0.9585519412381952,0.09766454352441614,268.2022943932784,256.0
0.05,0.4,1.0,5747,442,0,0.8973986104378736,0.5348227628226563,0.9585870889159561,0.10180995475113122,270.10502504443366,256.0
0.05,0.45,1.0,5812,377,0,0.9059621909840039,0.5342573197411907,0.9580178940123881,0.10344827586206896,276.26821780578445,256.0
0.05,0.49,0.998868961059945,5910,272,7,0.9195346582646631,0.5358663805877548,0.9575296108291033,0.11469534050179211,287.6614962029407,256.0
0.1,0.0,1.0,5553,636,0,0.8689610599450638,0.5233724891914885,0.958761030073834,0.08490566037735849,258.06818549038616,256.0
0.1,0.05,1.0,5574,615,0,0.8720310227823558,0.524525271024266,0.9587369931826336,0.08617886178861789,259.39182420423333,256.0
0.1,0.1,1.0,5590,599,0,0.8746162546453385,0.5263398330800657,0.9588550983899821,0.08848080133555926,260.5913717886573,256.0
0.1,0.15,1.0,5613,576,0,0.8776862174826304,0.5265126069486249,0.9586673792980581,0.08854166666666667,262.65955727904344,256.0
0.1,0.2,1.0,5630,559,0,0.8804330263370496,0.5284965622436508,0.9587921847246892,0.09123434704830054,263.8177411536597,256.0
0.1,0.25,1.0,5650,539,0,0.8830182582000323,0.528284987354501,0.9585840707964601,0.09090909090909091,265.26547099693005,256.0
0.1,0.3,1.0,5688,501,0,0.8885118759088706,0.5301922088483487,0.9585091420534458,0.09381237524950099,267.8713847148166,256.0
0.1,0.35,1.0,5716,473,0,0.8927128776862174,0.5322800490585725,0.9585374387683695,0.09725158562367865,270.27047988366456,256.0
0.1,0.4,1.0,5745,444,0,0.8970754564550008,0.5345615025340966,0.9585726718885987,0.10135135135135136,272.1732105348198,256.0
0.1,0.45,1.0,5809,380,0,0.9054774600096946,0.5338555396550425,0.9579962127732828,0.10263157894736842,278.5018581354015,256.0
0.1,0.49,0.998868961059945,5909,273,7,0.9193730812732267,0.535721142029016,0.9575224234218987,0.11428571428571428,290.1433187914041,256.0
0.15,0.0,1.0,5546,643,0,0.8681531749878817,0.5237682836578104,0.9588892895780743,0.08553654743390357,259.1850056551947,256.0
0.15,0.05,1.0,5567,622,0,0.8712231378251737,0.5249347856341071,0.9588647386384049,0.08681672025723473,260.50864436904186,256.0
0.15,0.1,1.0,5585,604,0,0.8741315236710292,0.5269832760641949,0.9589973142345568,0.08940397350993377,261.8736467926967,256.0
0.15,0.15,1.0,5609,580,0,0.8773630634997577,0.5272979120890732,0.9588161882688536,0.0896551724137931,264.02455970269835,256.0
0.15,0.2,1.0,5626,563,0,0.8801098723541768,0.529294371751254,0.9589406327763953,0.09236234458259325,265.18274357731457,256.0
0.15,0.25,1.0,5646,543,0,0.8826951042171595,0.5291095574574259,0.9587318455543747,0.09208103130755065,266.6304734205849,256.0
0.15,0.3,1.0,5684,505,0,0.8881887219259977,0.5310603837545933,0.9586558761435608,0.09504950495049505,269.31911455808694,256.0
0.15,0.35,1.0,5713,476,0,0.8922281467119082,0.5319030741184111,0.9585156660248556,0.09663865546218488,271.8009371465503,256.0
0.15,0.4,1.0,5742,447,0,0.8965907254806915,0.5341713081439109,0.9585510275165448,0.10067114093959731,273.78639521732106,256.0
0.15,0.45,1.0,5806,383,0,0.9049927290353854,0.5334560995421651,0.9579745091284878,0.10182767624020887,280.19777023751817,256.0
0.15,0.49,0.998868961059945,5907,275,7,0.9190499272903538,0.5354317165204976,0.957508041306924,0.11347517730496454,292.4183228308289,256.0
0.2,0.0,1.0,5536,653,0,0.8678300210050088,0.5272886889955584,0.9595375722543352,0.0903522205206738,260.7568266278882,256.0
0.2,0.05,1.0,5557,632,0,0.8708999838423008,0.5285367175645662,0.9595105272629116,0.09177215189873418,262.08046534173536,256.0
0.2,0.1,1.0,5575,614,0,0.8738083696881564,0.5306472610411443,0.9596412556053812,0.09446254071661238,263.4454677653902,256.0
0.2,0.15,1.0,5601,588,0,0.8770399095168848,0.5300789805277015,0.9592929833958221,0.0935374149659864,266.01001777346903,256.0
0.2,0.2,1.0,5620,569,0,0.879786718371304,0.5311054248447478,0.9592526690391459,0.09490333919156414,267.3336564873162,256.0
0.2,0.25,1.0,5641,548,0,0.8822103732428502,0.5298052004693422,0.9588725403297288,0.09306569343065693,269.02956858943287,256.0
0.2,0.3,1.0,5681,508,0,0.8880271449345614,0.5320426996687622,0.9588100686498856,0.09645669291338582,272.04911940539665,256.0
0.2,0.35,1.0,5710,479,0,0.8920665697204718,0.5329263465000759,0.9586690017513135,0.09812108559498957,274.69639683309094,256.0
0.2,0.4,1.0,5739,450,0,0.8964291484892551,0.5352332562265802,0.9587036069001568,0.10222222222222223,276.6818549038617,256.0
0.2,0.45,1.0,5803,386,0,0.9045079980610761,0.5330589669439054,0.9579527830432535,0.10103626943005181,283.4241396025206,256.0
0.2,0.49,0.9987073840685087,5904,277,8,0.918726773307481,0.5351436805166379,0.957493649449619,0.11267605633802817,295.393924705122,256.0
0.25,0.0,1.0,5526,663,0,0.8662142510906446,0.5261537289341739,0.9594643503438292,0.0889894419306184,262.8663758280821,256.0
0.25,0.05,1.0,5547,642,0,0.8692842139279366,0.5273844454775215,0.9594375338020552,0.09034267912772585,264.3554693811601,256.0
0.25,0.1,1.0,5566,623,0,0.8723541767652286,0.5295860003509841,0.9595759971254042,0.09309791332263243,265.80319922443044,256.0
0.25,0.15,1.0,5592,597,0,0.875585716593957,0.5290159158114455,0.9592274678111588,0.09212730318257957,268.3677492325093,256.0
0.25,0.2,1.0,5612,577,0,0.8784941024398125,0.5301461413278307,0.9591945830363506,0.09358752166377816,269.7741153659719,256.0
0.25,0.25,1.0,5633,556,0,0.8809177573113589,0.5288514744162952,0.9588141310136694,0.09172661870503597,271.4700274680885,256.0
0.25,0.3,1.0,5673,516,0,0.8867345290030699,0.5310563413697988,0.9587519830777367,0.09496124031007752,274.48957828405236,256.0
0.25,0.35,1.0,5704,485,0,0.8910971077718532,0.5321712155469422,0.958625525946704,0.09690721649484536,277.5504928098239,256.0
0.25,0.4,1.0,5734,455,0,0.895621263532073,0.5345814824127623,0.9586675967910708,0.1010989010989011,279.61867830021004,256.0
0.25,0.45,1.0,5798,391,0,0.903700113103894,0.532402120759141,0.9579165229389445,0.09974424552429667,286.52641783809986,256.0
0.25,0.49,0.9985458070770722,5900,280,9,0.9182420423331717,0.5347141991156753,0.957472043375127,0.11149825783972125,298.75618031992246,256.0
0.3,0.0,1.0,5513,676,0,0.864760058167717,0.5269584810125195,0.959731543624161,0.09023668639053255,265.6791080950073,256.0
0.3,0.05,1.0,5535,654,0,0.8679915979964453,0.5283292306489692,0.9597109304426378,0.09174311926605505,267.4991113265471,256.0
0.3,0.1,1.0,5554,635,0,0.8710615608337373,0.5305427231974814,0.9598487576521426,0.09448818897637795,268.94684116981745,256.0
0.3,0.15,1.0,5579,610,0,0.8744546776539021,0.5311228775446429,0.9596701917906435,0.09508196721311475,271.67684601712716,256.0
0.3,0.2,1.0,5599,590,0,0.8773630634997577,0.5323064378105441,0.9596356492230755,0.09661016949152543,273.1659395702052,256.0
0.3,0.25,1.0,5620,569,0,0.879786718371304,0.5311054248447478,0.9592526690391459,0.09490333919156414,274.86185167232185,256.0
0.3,0.3,1.0,5660,529,0,0.885603490063015,0.533432457457692,0.9591872791519435,0.09829867674858223,278.129584747132,256.0
0.3,0.35,1.0,5690,499,0,0.8898044918403619,0.5345319269630855,0.9590509666080843,0.10020040080160321,281.6868637905962,256.0
0.3,0.4,1.0,5721,468,0,0.8944902245920181,0.5371651478828664,0.9590980597797588,0.1047008547008547,283.83777670059783,256.0
0.3,0.45,1.0,5787,402,0,0.902569074163839,0.5340693571111546,0.9581821323656471,0.10199004975124377,291.82097269348844,256.0
0.3,0.49,0.9983842300856358,5892,287,10,0.917595734367426,0.5372133599202392,0.9577536477774008,0.1152542372881356,304.4950719017612,256.0
0.35,0.0,1.0,5500,689,0,0.8633058652447891,0.5277290704697333,0.96,0.09143686502177069,269.608660526741,256.0
0.35,0.05,1.0,5522,667,0,0.8665374050735175,0.5291238509293885,0.959978268743209,0.09295352323838081,271.59411859751174,256.0
0.35,0.1,1.0,5540,649,0,0.8694457909193731,0.5312274318145515,0.9601083032490975,0.09553158705701079,273.53821295847473,256.0
0.35,0.15,1.0,5565,624,0,0.8728389077395379,0.5318482531616808,0.9599281221922731,0.09615384615384616,276.26821780578445,256.0
0.35,0.2,1.0,5585,604,0,0.8757472935853935,0.533055377783525,0.959892569382274,0.09768211920529801,278.0882210373243,256.0
0.35,0.25,1.0,5606,583,0,0.8781709484569398,0.5319166906066087,0.959507670353193,0.09605488850771869,279.94958797867184,256.0
0.35,0.3,1.0,5646,543,0,0.8839877201486508,0.534298432857344,0.9594403117251151,0.09944751381215469,283.30004847309743,256.0
0.35,0.35,1.0,5676,513,0,0.8881887219259977,0.5354526908415329,0.9593023255813954,0.10136452241715399,287.105509775408,256.0
0.35,0.4,1.0,5708,481,0,0.8930360316690903,0.5382538405985915,0.9593552908199019,0.10602910602910603,289.33915010502506,256.0
0.35,0.45,1.0,5773,416,0,0.9012764582323477,0.5367890057610465,0.9586003810843582,0.10576923076923077,297.7359831959929,256.0
0.35,0.49,0.998061076102763,5881,296,12,0.9167878494102439,0.5394900999332931,0.9580288870008496,0.11842105263157894,313.291000161577,256.0
0.4,0.0,0.9998384230085636,5472,716,1,0.86055905639037,0.5301473368966119,0.9607162433765759,0.09497206703910614,274.3166909032154,256.0
0.4,0.05,0.9998384230085636,5493,695,1,0.8639521732105349,0.5325998277903348,0.9608663997087732,0.09784172661870504,276.88124091129424,256.0
0.4,0.1,0.9998384230085636,5512,676,1,0.866698982064954,0.5337404382739888,0.9608198802829675,0.09911242603550297,279.6526094684117,256.0
0.4,0.15,0.9998384230085636,5537,651,1,0.8700920988851187,0.5344655699815956,0.9606356085229325,0.09984639016897082,282.4653417353369,256.0
0.4,0.2,0.9996768460171271,5556,631,2,0.8730004847309744,0.5357406536454714,0.9605973371716445,0.10142630744849446,284.77039909516884,256.0
0.4,0.25,0.9995152690256908,5577,609,3,0.8754241396025206,0.5347435503049159,0.9602079225667682,0.1,287.05946033284863,256.0
0.4,0.3,0.9993536920342543,5618,567,4,0.8814024882856681,0.5374077712850066,0.9601423487544484,0.10369068541300527,290.69898206495395,256.0
0.4,0.35,0.9991921150428179,5648,536,5,0.885603490063015,0.5387096285179374,0.96,0.10575139146567718,294.39747939893357,256.0
0.4,0.4,0.9991921150428179,5680,504,5,0.8904507998061076,0.5416316748447761,0.9600492784230905,0.11045364891518737,296.879301987397,256.0
0.4,0.45,0.9990305380513815,5745,438,6,0.8985296493779286,0.5393548038422773,0.959116214335421,0.10884353741496598,306.9591210211666,256.0
0.4,0.49,0.9954758442397803,5849,312,28,0.9138794635643884,0.5426009211107405,0.9585253456221198,0.12121212121212122,321.7249959605752,256.0
0.45,0.0,0.9998384230085636,5439,749,1,0.8561964776215867,0.5295775788209347,0.9610294117647059,0.09479305740987984,284.86443690418486,256.0
0.45,0.05,0.9996768460171271,5459,728,2,0.8595895944417515,0.5320028120341067,0.9611792711957516,0.09752747252747253,287.9856196477622,256.0
0.45,0.1,0.9996768460171271,5479,708,2,0.862497980287607,0.5332685484013183,0.9611384783798577,0.09887005649717515,290.92244304411054,256.0
0.45,0.15,0.9993536920342543,5503,682,4,0.8663758280820811,0.5352719764617114,0.9611403668058834,0.10117302052785923,294.2496364517693,256.0
0.45,0.2,0.9991921150428179,5522,662,5,0.8692842139279366,0.5365776317232628,0.961100054278994,0.1027190332326284,296.5546938116012,256.0
0.45,0.25,0.9990305380513815,5544,639,6,0.8718694457909194,0.5358088294059424,0.9607136420976753,0.1015625,299.00920988851186,256.0
0.45,0.3,0.998868961059945,5586,596,7,0.8780093714655033,0.53867499560908,0.96065104632445,0.10535117056856187,303.0623687186945,256.0
0.45,0.35,0.9987073840685087,5617,564,8,0.8823719502342866,0.5401894109482793,0.96051227321238,0.10758377425044091,307.42268540959765,256.0
0.45,0.4,0.9985458070770722,5649,531,9,0.8873808369688156,0.5432949613126562,0.9605658709106984,0.11235955056179775,310.6642430117951,256.0
0.45,0.45,0.9983842300856358,5718,461,10,0.8961059945063823,0.5419701331333415,0.9596506550218341,0.11206896551724138,323.06042979479724,256.0
0.45,0.49,0.993860074325416,5822,329,38,0.9114558086928422,0.5444922811782807,0.9588900308324769,0.1225071225071225,340.6600420100178,256.0
0.49,0.0,0.998868961059945,5337,845,7,0.8453708191953466,0.533636490549972,0.9631293280928317,0.1016548463356974,320.2181289384392,256.0
0.49,0.05,0.9987073840685087,5358,823,8,0.8489255130069479,0.5362093138276782,0.9632805219012116,0.10436893203883495,324.33204071740187,256.0
0.49,0.1,0.9982226530941994,5377,801,11,0.8521570528356762,0.5378291923425507,0.963244848709857,0.1059850374064838,327.5466149620294,256.0
0.49,0.15,0.9975763451284537,5404,770,15,0.8561964776215867,0.5392944749562396,0.9630723781388478,0.1073738680465718,332.3785748909355,256.0
0.49,0.2,0.996930037162708,5423,747,19,0.859428017450315,0.54095741270703,0.9630378815741081,0.10918774966711052,334.5900791727258,256.0
0.49,0.25,0.9966068831798351,5447,721,21,0.8623364032961707,0.5407442116484695,0.9626510435737825,0.10866574965612105,338.3376959121021,256.0
0.49,0.3,0.9961221522055259,5488,677,24,0.8684763289707546,0.5438749900406342,0.9625726744186046,0.11240875912408758,343.5356277266117,256.0
0.49,0.35,0.9956374212312167,5519,643,27,0.8734852157052836,0.5470703664431142,0.962615134549395,0.1165644171779141,350.30812732266924,256.0
0.49,0.4,0.994991113265471,5554,604,31,0.8789788334141219,0.5498781030983574,0.9625112107623318,0.12052117263843648,354.7849410243981,256.0
0.49,0.45,0.9935369203425433,5623,526,40,0.8883502989174341,0.5492764402294743,0.9614227570341533,0.120817843866171,368.975925028276,256.0
0.49,0.49,0.9864275327193408,5724,381,84,0.903700113103894,0.5523724969758868,0.9604578563995838,0.13002364066193853,391.0119566973663,256.0
